[   57364ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57409ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57458ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57509ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57552ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57600ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57650ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57697ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57743ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57794ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57841ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
